surah_number,surah_name_arabic,surah_name_english,ayah_number,tafsir_text,tafsir_author,url,extraction_timestamp
84,الانشقاق,Al-Inshiqaq,1,الباحث القرآني﴿إِذَا﴾ ظرفية شرطية غير جازمة ﴿السَّماءُ﴾ فاعل لفعل محذوف يفسره المذكور بعده ﴿انْشَقَّتْ﴾ ماض فاعله مستتر والجملة مفسرة والجملة المقدرة في محل جر بالإضافة.,Iraab ul Quran,https://tafsir.app/iraab-daas/84/1,2025-06-30 15:25:23
84,الانشقاق,Al-Inshiqaq,2,الباحث القرآني﴿وَأَذِنَتْ﴾ ماض فاعله مستتر والجملة معطوفة على ما قبلها ﴿لِرَبِّها﴾ متعلقان بالفعل ﴿وَحُقَّتْ﴾ ماض مبني للمجهول ونائب الفاعل مستتر والجملة معطوفة على ما قبلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/84/2,2025-06-30 15:25:25
84,الانشقاق,Al-Inshiqaq,3,الباحث القرآني﴿وَإِذَا﴾ الواو حرف عطف والكلام معطوف على ما قبله وإعرابه واضح.,Iraab ul Quran,https://tafsir.app/iraab-daas/84/3,2025-06-30 15:25:26
84,الانشقاق,Al-Inshiqaq,4,الباحث القرآنيالجملة معطوفة على ما قبلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/84/4,2025-06-30 15:25:28
84,الانشقاق,Al-Inshiqaq,5,الباحث القرآنيسبق إعرابها.,Iraab ul Quran,https://tafsir.app/iraab-daas/84/5,2025-06-30 15:25:30
84,الانشقاق,Al-Inshiqaq,6,الباحث القرآني﴿يا أَيُّهَا﴾ يا حرف نداء ومنادى مبني على الضم ﴿الْإِنْسانُ﴾ بدل ﴿إِنَّكَ﴾ إن واسمها ﴿كادِحٌ﴾ خبرها والجملتان الاسمية والندائية ابتدائيتان لا محل لهما ﴿إِلى رَبِّكَ﴾ متعلقان بكادح ﴿كَدْحاً﴾ مفعول مطلق ﴿فَمُلاقِيهِ﴾ الفاء حرف عطف ﴿ملاقيه﴾ معطوف على كادح.,Iraab ul Quran,https://tafsir.app/iraab-daas/84/6,2025-06-30 15:25:31
84,الانشقاق,Al-Inshiqaq,7,الباحث القرآني﴿فَأَمَّا﴾ الفاء حرف استئناف ﴿أما﴾ حرف شرط وتفصيل ﴿مَنْ﴾ اسم موصول مبتدأ ﴿أُوتِيَ﴾ ماض مبني للمجهول ونائب الفاعل مستتر والجملة صلة من ﴿كِتابَهُ﴾ مفعول به ثان ﴿بِيَمِينِهِ﴾ متعلقان بالفعل.,Iraab ul Quran,https://tafsir.app/iraab-daas/84/7,2025-06-30 15:25:33
84,الانشقاق,Al-Inshiqaq,8,الباحث القرآني﴿فَسَوْفَ﴾ الفاء واقعة في جواب الشرط ﴿سوف﴾ للاستقبال ﴿يُحاسَبُ﴾ مضارع مبني للمجهول ونائب الفاعل مستتر ﴿حِساباً﴾ مفعول مطلق ﴿يَسِيراً﴾ صفة والجملة الفعلية خبر من.,Iraab ul Quran,https://tafsir.app/iraab-daas/84/8,2025-06-30 15:25:34
84,الانشقاق,Al-Inshiqaq,9,الباحث القرآني﴿وَيَنْقَلِبُ﴾ مضارع فاعله مستتر ﴿إِلى أَهْلِهِ﴾ متعلقان بالفعل ﴿مَسْرُوراً﴾ حال والجملة معطوفة على ما قبلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/84/9,2025-06-30 15:25:36
84,الانشقاق,Al-Inshiqaq,10,الباحث القرآني﴿وَأَمَّا﴾ الواو حرف عطف ﴿أَمَّا مَنْ أُوتِيَ﴾ سبق إعرابه ﴿كِتابَهُ﴾ مفعول به ثان ﴿وَراءَ﴾ منصوب بنزع الخافض ﴿ظَهْرِهِ﴾ مضاف إليه ﴿فَسَوْفَ﴾ الفاء رابطة ﴿سوف يَدْعُوا﴾ سوف للاستقبال ومضارع فاعله مستتر والجملة خبر من ﴿ثُبُوراً﴾ مفعول به.,Iraab ul Quran,https://tafsir.app/iraab-daas/84/10,2025-06-30 15:25:38
84,الانشقاق,Al-Inshiqaq,11,الباحث القرآني﴿وَأَمَّا﴾ الواو حرف عطف ﴿أَمَّا مَنْ أُوتِيَ﴾ سبق إعرابه ﴿كِتابَهُ﴾ مفعول به ثان ﴿وَراءَ﴾ منصوب بنزع الخافض ﴿ظَهْرِهِ﴾ مضاف إليه ﴿فَسَوْفَ﴾ الفاء رابطة ﴿سوف يَدْعُوا﴾ سوف للاستقبال ومضارع فاعله مستتر والجملة خبر من ﴿ثُبُوراً﴾ مفعول به.,Iraab ul Quran,https://tafsir.app/iraab-daas/84/11,2025-06-30 15:25:39
84,الانشقاق,Al-Inshiqaq,12,الباحث القرآني﴿وَيَصْلى﴾ مضارع فاعله مستتر ﴿سَعِيراً﴾ مفعول به والجملة معطوفة على ما قبلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/84/12,2025-06-30 15:25:41
84,الانشقاق,Al-Inshiqaq,13,الباحث القرآني﴿إِنَّهُ﴾ إن واسمها ﴿كانَ﴾ ماض ناقص اسمه مستتر ﴿فِي أَهْلِهِ﴾ متعلقان بما بعدهما ﴿مَسْرُوراً﴾ خبر كان والجملة الفعلية خبر إن والجملة الاسمية مستأنفة لا محل لها.,Iraab ul Quran,https://tafsir.app/iraab-daas/84/13,2025-06-30 15:25:43
