surah_number,surah_name_arabic,surah_name_english,ayah_number,tafsir_text,tafsir_author,url,extraction_timestamp
77,المرسلات,Al-Mursalat,1,"الباحث القرآني﴿وَ﴾ الواو حرف قسم وجر ﴿الْمُرْسَلاتِ﴾ مقسم به مجرور والجار والمجرور متعلقان بفعل قسم محذوف و ﴿عُرْفاً﴾ حال. ﴿فَالْعاصِفاتِ﴾ معطوف على المرسلات و ﴿عَصْفاً﴾ مفعول مطلق ﴿وَالنَّاشِراتِ﴾ معطوف على ما قبله و ﴿نَشْراً﴾ مفعول مطلق ﴿فَالْفارِقاتِ﴾ معطوف أيضا و ﴿فَرْقاً﴾ مفعول مطلق ﴿فَالْمُلْقِياتِ﴾ معطوف على ما قبله بالفاء و ﴿ذِكْراً﴾ مفعول به للملقيات. و ﴿عُذْراً﴾ مفعول لأجله ﴿أَوْ نُذْراً﴾ معطوف على عذرا بأو.
﴿إن﴾ حرف مشبه بالفعل و ﴿ما﴾ اسمه و ﴿تُوعَدُونَ﴾ مضارع مبني للمجهول والواو نائب فاعل والجملة صلة ما ﴿لَواقِعٌ﴾ اللام المزحلقة ﴿واقع﴾ خبر إن والجملة الاسمية جواب قسم لا محل لها.",Iraab ul Quran,https://tafsir.app/iraab-daas/77/1,2025-06-30 15:18:25
77,المرسلات,Al-Mursalat,2,"الباحث القرآني﴿وَ﴾ الواو حرف قسم وجر ﴿الْمُرْسَلاتِ﴾ مقسم به مجرور والجار والمجرور متعلقان بفعل قسم محذوف و ﴿عُرْفاً﴾ حال. ﴿فَالْعاصِفاتِ﴾ معطوف على المرسلات و ﴿عَصْفاً﴾ مفعول مطلق ﴿وَالنَّاشِراتِ﴾ معطوف على ما قبله و ﴿نَشْراً﴾ مفعول مطلق ﴿فَالْفارِقاتِ﴾ معطوف أيضا و ﴿فَرْقاً﴾ مفعول مطلق ﴿فَالْمُلْقِياتِ﴾ معطوف على ما قبله بالفاء و ﴿ذِكْراً﴾ مفعول به للملقيات. و ﴿عُذْراً﴾ مفعول لأجله ﴿أَوْ نُذْراً﴾ معطوف على عذرا بأو.
﴿إن﴾ حرف مشبه بالفعل و ﴿ما﴾ اسمه و ﴿تُوعَدُونَ﴾ مضارع مبني للمجهول والواو نائب فاعل والجملة صلة ما ﴿لَواقِعٌ﴾ اللام المزحلقة ﴿واقع﴾ خبر إن والجملة الاسمية جواب قسم لا محل لها.",Iraab ul Quran,https://tafsir.app/iraab-daas/77/2,2025-06-30 15:18:26
77,المرسلات,Al-Mursalat,3,"الباحث القرآني﴿وَ﴾ الواو حرف قسم وجر ﴿الْمُرْسَلاتِ﴾ مقسم به مجرور والجار والمجرور متعلقان بفعل قسم محذوف و ﴿عُرْفاً﴾ حال. ﴿فَالْعاصِفاتِ﴾ معطوف على المرسلات و ﴿عَصْفاً﴾ مفعول مطلق ﴿وَالنَّاشِراتِ﴾ معطوف على ما قبله و ﴿نَشْراً﴾ مفعول مطلق ﴿فَالْفارِقاتِ﴾ معطوف أيضا و ﴿فَرْقاً﴾ مفعول مطلق ﴿فَالْمُلْقِياتِ﴾ معطوف على ما قبله بالفاء و ﴿ذِكْراً﴾ مفعول به للملقيات. و ﴿عُذْراً﴾ مفعول لأجله ﴿أَوْ نُذْراً﴾ معطوف على عذرا بأو.
﴿إن﴾ حرف مشبه بالفعل و ﴿ما﴾ اسمه و ﴿تُوعَدُونَ﴾ مضارع مبني للمجهول والواو نائب فاعل والجملة صلة ما ﴿لَواقِعٌ﴾ اللام المزحلقة ﴿واقع﴾ خبر إن والجملة الاسمية جواب قسم لا محل لها.",Iraab ul Quran,https://tafsir.app/iraab-daas/77/3,2025-06-30 15:18:28
77,المرسلات,Al-Mursalat,4,"الباحث القرآني﴿وَ﴾ الواو حرف قسم وجر ﴿الْمُرْسَلاتِ﴾ مقسم به مجرور والجار والمجرور متعلقان بفعل قسم محذوف و ﴿عُرْفاً﴾ حال. ﴿فَالْعاصِفاتِ﴾ معطوف على المرسلات و ﴿عَصْفاً﴾ مفعول مطلق ﴿وَالنَّاشِراتِ﴾ معطوف على ما قبله و ﴿نَشْراً﴾ مفعول مطلق ﴿فَالْفارِقاتِ﴾ معطوف أيضا و ﴿فَرْقاً﴾ مفعول مطلق ﴿فَالْمُلْقِياتِ﴾ معطوف على ما قبله بالفاء و ﴿ذِكْراً﴾ مفعول به للملقيات. و ﴿عُذْراً﴾ مفعول لأجله ﴿أَوْ نُذْراً﴾ معطوف على عذرا بأو.
﴿إن﴾ حرف مشبه بالفعل و ﴿ما﴾ اسمه و ﴿تُوعَدُونَ﴾ مضارع مبني للمجهول والواو نائب فاعل والجملة صلة ما ﴿لَواقِعٌ﴾ اللام المزحلقة ﴿واقع﴾ خبر إن والجملة الاسمية جواب قسم لا محل لها.",Iraab ul Quran,https://tafsir.app/iraab-daas/77/4,2025-06-30 15:18:29
77,المرسلات,Al-Mursalat,5,"الباحث القرآني﴿وَ﴾ الواو حرف قسم وجر ﴿الْمُرْسَلاتِ﴾ مقسم به مجرور والجار والمجرور متعلقان بفعل قسم محذوف و ﴿عُرْفاً﴾ حال. ﴿فَالْعاصِفاتِ﴾ معطوف على المرسلات و ﴿عَصْفاً﴾ مفعول مطلق ﴿وَالنَّاشِراتِ﴾ معطوف على ما قبله و ﴿نَشْراً﴾ مفعول مطلق ﴿فَالْفارِقاتِ﴾ معطوف أيضا و ﴿فَرْقاً﴾ مفعول مطلق ﴿فَالْمُلْقِياتِ﴾ معطوف على ما قبله بالفاء و ﴿ذِكْراً﴾ مفعول به للملقيات. و ﴿عُذْراً﴾ مفعول لأجله ﴿أَوْ نُذْراً﴾ معطوف على عذرا بأو.
﴿إن﴾ حرف مشبه بالفعل و ﴿ما﴾ اسمه و ﴿تُوعَدُونَ﴾ مضارع مبني للمجهول والواو نائب فاعل والجملة صلة ما ﴿لَواقِعٌ﴾ اللام المزحلقة ﴿واقع﴾ خبر إن والجملة الاسمية جواب قسم لا محل لها.",Iraab ul Quran,https://tafsir.app/iraab-daas/77/5,2025-06-30 15:18:31
77,المرسلات,Al-Mursalat,6,"الباحث القرآني﴿وَ﴾ الواو حرف قسم وجر ﴿الْمُرْسَلاتِ﴾ مقسم به مجرور والجار والمجرور متعلقان بفعل قسم محذوف و ﴿عُرْفاً﴾ حال. ﴿فَالْعاصِفاتِ﴾ معطوف على المرسلات و ﴿عَصْفاً﴾ مفعول مطلق ﴿وَالنَّاشِراتِ﴾ معطوف على ما قبله و ﴿نَشْراً﴾ مفعول مطلق ﴿فَالْفارِقاتِ﴾ معطوف أيضا و ﴿فَرْقاً﴾ مفعول مطلق ﴿فَالْمُلْقِياتِ﴾ معطوف على ما قبله بالفاء و ﴿ذِكْراً﴾ مفعول به للملقيات. و ﴿عُذْراً﴾ مفعول لأجله ﴿أَوْ نُذْراً﴾ معطوف على عذرا بأو.
﴿إن﴾ حرف مشبه بالفعل و ﴿ما﴾ اسمه و ﴿تُوعَدُونَ﴾ مضارع مبني للمجهول والواو نائب فاعل والجملة صلة ما ﴿لَواقِعٌ﴾ اللام المزحلقة ﴿واقع﴾ خبر إن والجملة الاسمية جواب قسم لا محل لها.",Iraab ul Quran,https://tafsir.app/iraab-daas/77/6,2025-06-30 15:18:32
77,المرسلات,Al-Mursalat,7,"الباحث القرآني﴿وَ﴾ الواو حرف قسم وجر ﴿الْمُرْسَلاتِ﴾ مقسم به مجرور والجار والمجرور متعلقان بفعل قسم محذوف و ﴿عُرْفاً﴾ حال. ﴿فَالْعاصِفاتِ﴾ معطوف على المرسلات و ﴿عَصْفاً﴾ مفعول مطلق ﴿وَالنَّاشِراتِ﴾ معطوف على ما قبله و ﴿نَشْراً﴾ مفعول مطلق ﴿فَالْفارِقاتِ﴾ معطوف أيضا و ﴿فَرْقاً﴾ مفعول مطلق ﴿فَالْمُلْقِياتِ﴾ معطوف على ما قبله بالفاء و ﴿ذِكْراً﴾ مفعول به للملقيات. و ﴿عُذْراً﴾ مفعول لأجله ﴿أَوْ نُذْراً﴾ معطوف على عذرا بأو.
﴿إن﴾ حرف مشبه بالفعل و ﴿ما﴾ اسمه و ﴿تُوعَدُونَ﴾ مضارع مبني للمجهول والواو نائب فاعل والجملة صلة ما ﴿لَواقِعٌ﴾ اللام المزحلقة ﴿واقع﴾ خبر إن والجملة الاسمية جواب قسم لا محل لها.",Iraab ul Quran,https://tafsir.app/iraab-daas/77/7,2025-06-30 15:18:34
77,المرسلات,Al-Mursalat,8,الباحث القرآني﴿فَإِذَا﴾ الفاء حرف استئناف و ﴿إذا﴾ ظرفية شرطية غير جازمة و ﴿النُّجُومُ﴾ نائب فاعل لفعل محذوف يفسره المذكور و ﴿طُمِسَتْ﴾ ماض مبني للمجهول ونائب الفاعل مستتر والجملة مفسرة لجملة الشرط المقدرة والشرط وجوابه مستأنف وما بعده معطوف عليه. ﴿لِأَيِّ﴾ متعلقان بالفعل بعدهما و ﴿يَوْمٍ﴾ مضاف إليه و ﴿أُجِّلَتْ﴾ ماض مبني للمجهول ونائب الفاعل مستتر والجملة مقول قول محذوف و ﴿لِيَوْمِ﴾ بدل من أي و ﴿الْفَصْلِ﴾ مضاف إليه. ﴿وَما﴾ اسم استفهام مبتدأ و ﴿أَدْراكَ﴾ ماض ومفعوله الأول والفاعل مستتر والجملة خبر المبتدأ والجملة الاسمية معطوفة على ما قبلها و ﴿ما يَوْمُ﴾ مبتدأ وخبره و ﴿الْفَصْلِ﴾ مضاف إليه والجملة سدت مسد مفعول أدراك الثاني و ﴿وَيْلٌ﴾ مبتدأ و ﴿يَوْمَئِذٍ﴾ ظرف مضاف إلى مثله و ﴿لِلْمُكَذِّبِينَ﴾ خبر المبتدأ والجملة الاسمية مستأنفة.,Iraab ul Quran,https://tafsir.app/iraab-daas/77/8,2025-06-30 15:18:36
77,المرسلات,Al-Mursalat,9,الباحث القرآني﴿فَإِذَا﴾ الفاء حرف استئناف و ﴿إذا﴾ ظرفية شرطية غير جازمة و ﴿النُّجُومُ﴾ نائب فاعل لفعل محذوف يفسره المذكور و ﴿طُمِسَتْ﴾ ماض مبني للمجهول ونائب الفاعل مستتر والجملة مفسرة لجملة الشرط المقدرة والشرط وجوابه مستأنف وما بعده معطوف عليه. ﴿لِأَيِّ﴾ متعلقان بالفعل بعدهما و ﴿يَوْمٍ﴾ مضاف إليه و ﴿أُجِّلَتْ﴾ ماض مبني للمجهول ونائب الفاعل مستتر والجملة مقول قول محذوف و ﴿لِيَوْمِ﴾ بدل من أي و ﴿الْفَصْلِ﴾ مضاف إليه. ﴿وَما﴾ اسم استفهام مبتدأ و ﴿أَدْراكَ﴾ ماض ومفعوله الأول والفاعل مستتر والجملة خبر المبتدأ والجملة الاسمية معطوفة على ما قبلها و ﴿ما يَوْمُ﴾ مبتدأ وخبره و ﴿الْفَصْلِ﴾ مضاف إليه والجملة سدت مسد مفعول أدراك الثاني و ﴿وَيْلٌ﴾ مبتدأ و ﴿يَوْمَئِذٍ﴾ ظرف مضاف إلى مثله و ﴿لِلْمُكَذِّبِينَ﴾ خبر المبتدأ والجملة الاسمية مستأنفة.,Iraab ul Quran,https://tafsir.app/iraab-daas/77/9,2025-06-30 15:18:37
77,المرسلات,Al-Mursalat,10,الباحث القرآني﴿فَإِذَا﴾ الفاء حرف استئناف و ﴿إذا﴾ ظرفية شرطية غير جازمة و ﴿النُّجُومُ﴾ نائب فاعل لفعل محذوف يفسره المذكور و ﴿طُمِسَتْ﴾ ماض مبني للمجهول ونائب الفاعل مستتر والجملة مفسرة لجملة الشرط المقدرة والشرط وجوابه مستأنف وما بعده معطوف عليه. ﴿لِأَيِّ﴾ متعلقان بالفعل بعدهما و ﴿يَوْمٍ﴾ مضاف إليه و ﴿أُجِّلَتْ﴾ ماض مبني للمجهول ونائب الفاعل مستتر والجملة مقول قول محذوف و ﴿لِيَوْمِ﴾ بدل من أي و ﴿الْفَصْلِ﴾ مضاف إليه. ﴿وَما﴾ اسم استفهام مبتدأ و ﴿أَدْراكَ﴾ ماض ومفعوله الأول والفاعل مستتر والجملة خبر المبتدأ والجملة الاسمية معطوفة على ما قبلها و ﴿ما يَوْمُ﴾ مبتدأ وخبره و ﴿الْفَصْلِ﴾ مضاف إليه والجملة سدت مسد مفعول أدراك الثاني و ﴿وَيْلٌ﴾ مبتدأ و ﴿يَوْمَئِذٍ﴾ ظرف مضاف إلى مثله و ﴿لِلْمُكَذِّبِينَ﴾ خبر المبتدأ والجملة الاسمية مستأنفة.,Iraab ul Quran,https://tafsir.app/iraab-daas/77/10,2025-06-30 15:18:39
