surah_number,surah_name_arabic,surah_name_english,ayah_number,tafsir_text,tafsir_author,url,extraction_timestamp
93,الضحى,Ad-Duhaa,1,الباحث القرآني﴿وَالضُّحى﴾ جار ومجرور متعلقان بفعل قسم محذوف ﴿وَاللَّيْلِ﴾ معطوف على الضحى ﴿إِذا﴾ ظرف زمان ﴿سَجى﴾ ماض فاعله مستتر والجملة في محل جر بالإضافة.,Iraab ul Quran,https://tafsir.app/iraab-daas/93/1,2025-06-30 15:30:54
93,الضحى,Ad-Duhaa,2,الباحث القرآني﴿وَالضُّحى﴾ جار ومجرور متعلقان بفعل قسم محذوف ﴿وَاللَّيْلِ﴾ معطوف على الضحى ﴿إِذا﴾ ظرف زمان ﴿سَجى﴾ ماض فاعله مستتر والجملة في محل جر بالإضافة.,Iraab ul Quran,https://tafsir.app/iraab-daas/93/2,2025-06-30 15:30:55
93,الضحى,Ad-Duhaa,3,الباحث القرآني﴿ما﴾ نافية ﴿وَدَّعَكَ﴾ ماض ومفعوله ﴿رَبُّكَ﴾ فاعل والجملة جواب القسم لا محل لها ﴿وَما قَلى﴾ معطوفة على ما قبلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/93/3,2025-06-30 15:30:57
93,الضحى,Ad-Duhaa,4,الباحث القرآني﴿وَلَلْآخِرَةُ خَيْرٌ﴾ الواو حرف عطف واللام لام الابتداء والآخرة خير مبتدأ وخبره والجملة معطوفة على ما قبلها ﴿لَكَ﴾ متعلقان بخير ﴿مِنَ الْأُولى﴾ متعلقان بخير.,Iraab ul Quran,https://tafsir.app/iraab-daas/93/4,2025-06-30 15:30:59
93,الضحى,Ad-Duhaa,5,الباحث القرآني﴿وَلَسَوْفَ﴾ اللام لام الابتداء وسوف حرف استقبال ﴿يُعْطِيكَ﴾ مضارع ومفعوله ﴿رَبُّكَ﴾ فاعل والجملة معطوفة على ما قبلها ﴿فَتَرْضى﴾ الفاء حرف عطف ومضارع فاعله مستتر والجملة معطوفة على ما قبلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/93/5,2025-06-30 15:31:00
93,الضحى,Ad-Duhaa,6,الباحث القرآني﴿أَلَمْ يَجِدْكَ﴾ الهمزة حرف استفهام وتقرير ومضارع مجزوم بلم والكاف مفعول به أول والفاعل مستتر ﴿يَتِيماً﴾ مفعول به ثان والجملة مستأنفة ﴿فَآوى﴾ ماض فاعله مستتر والجملة معطوفة على ما قبلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/93/6,2025-06-30 15:31:02
93,الضحى,Ad-Duhaa,7,الباحث القرآني﴿وَوَجَدَكَ﴾ ماض ومفعوله الأول والفاعل مستتر ﴿ضَالًّا﴾ مفعول به ثان والجملة معطوفة على ما قبلها ﴿فَهَدى﴾ معطوفة على ما قبلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/93/7,2025-06-30 15:31:04
93,الضحى,Ad-Duhaa,8,الباحث القرآنيمعطوفة على ما قبلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/93/8,2025-06-30 15:31:05
93,الضحى,Ad-Duhaa,9,الباحث القرآني﴿فَأَمَّا﴾ الفاء الفصيحة ﴿أما﴾ حرف شرط وتفصيل ﴿الْيَتِيمَ﴾ مفعول به مقدم ﴿فَلا تَقْهَرْ﴾ الفاء رابطة ومضارع مجزوم بلا الناهية والفاعل مستتر والجملة الفعلية جواب الشرط لا محل لها.,Iraab ul Quran,https://tafsir.app/iraab-daas/93/9,2025-06-30 15:31:07
93,الضحى,Ad-Duhaa,10,الباحث القرآنيمعطوفة على ما قبلها والإعراب واضح.,Iraab ul Quran,https://tafsir.app/iraab-daas/93/10,2025-06-30 15:31:09
93,الضحى,Ad-Duhaa,11,الباحث القرآني﴿وَأَمَّا﴾ الواو حرف عطف ﴿أَمَّا﴾ حرف شرط وتفصيل ﴿بِنِعْمَةِ﴾ متعلقان بحدث ﴿رَبِّكَ﴾ مضاف إليه ﴿فَحَدِّثْ﴾ الفاء زائدة وأمر فاعله مستتر.,Iraab ul Quran,https://tafsir.app/iraab-daas/93/11,2025-06-30 15:31:11
