surah_number,surah_name_arabic,surah_name_english,ayah_number,tafsir_text,tafsir_author,url,extraction_timestamp
91,الشمس,Ash-Shams,1,الباحث القرآني﴿وَالشَّمْسِ﴾ جار ومجرور متعلقان بفعل قسم محذوف ﴿وَضُحاها﴾ معطوف على الشمس.,Iraab ul Quran,https://tafsir.app/iraab-daas/91/1,2025-06-30 15:29:53
91,الشمس,Ash-Shams,2,الباحث القرآني﴿وَالْقَمَرِ﴾ معطوف على ما قبله ﴿إِذا﴾ ظرف زمان ﴿تَلاها﴾ ماض ومفعوله والفاعل مستتر والجملة في محل جر بالإضافة.,Iraab ul Quran,https://tafsir.app/iraab-daas/91/2,2025-06-30 15:29:54
91,الشمس,Ash-Shams,3,الباحث القرآنيمعطوفة على ما قبلها والإعراب مماثل.,Iraab ul Quran,https://tafsir.app/iraab-daas/91/3,2025-06-30 15:29:56
91,الشمس,Ash-Shams,4,الباحث القرآنيمعطوفة على ما قبلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/91/4,2025-06-30 15:29:58
91,الشمس,Ash-Shams,5,الباحث القرآنيمعطوفة على ما قبلها ﴿وَما﴾ مصدرية والمصدر المؤول من ما والفعل في محل جر معطوف على ما قبله.,Iraab ul Quran,https://tafsir.app/iraab-daas/91/5,2025-06-30 15:29:59
91,الشمس,Ash-Shams,6,الباحث القرآنيمعطوفة على ما قبلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/91/6,2025-06-30 15:30:01
91,الشمس,Ash-Shams,7,الباحث القرآنيمعطوفة على ما قبلها أيضا.,Iraab ul Quran,https://tafsir.app/iraab-daas/91/7,2025-06-30 15:30:03
91,الشمس,Ash-Shams,8,الباحث القرآني﴿فَأَلْهَمَها﴾ الفاء حرف عطف وماض ومفعوله الأول والفاعل مستتر ﴿فُجُورَها﴾ مفعول به ثان ﴿وَتَقْواها﴾ معطوف على فجورها والجملة معطوفة على ما قبلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/91/8,2025-06-30 15:30:04
91,الشمس,Ash-Shams,9,الباحث القرآني﴿قَدْ﴾ حرف تحقيق ﴿أَفْلَحَ مَنْ﴾ ماض وفاعله والجملة جواب القسم ﴿زَكَّاها﴾ ماض ومفعوله والفاعل مستتر والجملة صلة.,Iraab ul Quran,https://tafsir.app/iraab-daas/91/9,2025-06-30 15:30:06
91,الشمس,Ash-Shams,10,الباحث القرآنيمعطوفة على ما قبلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/91/10,2025-06-30 15:30:08
91,الشمس,Ash-Shams,11,الباحث القرآني﴿كَذَّبَتْ ثَمُودُ﴾ ماض وفاعله ﴿بِطَغْواها﴾ متعلقان بالفعل والجملة مستأنفة.,Iraab ul Quran,https://tafsir.app/iraab-daas/91/11,2025-06-30 15:30:10
91,الشمس,Ash-Shams,12,الباحث القرآني﴿إِذِ﴾ ظرف زمان ﴿انْبَعَثَ أَشْقاها﴾ ماض وفاعله. والجملة في محل جر بالإضافة.,Iraab ul Quran,https://tafsir.app/iraab-daas/91/12,2025-06-30 15:30:11
91,الشمس,Ash-Shams,13,الباحث القرآني﴿فَقالَ﴾ ماض مبني على الفتح ﴿لَهُمْ﴾ متعلقان بالفعل ﴿رَسُولُ اللَّهِ﴾ فاعل مضاف إلى لفظ الجلالة والجملة معطوفة على ما قبلها. ﴿ناقَةَ﴾ منصوب على التحذير بفعل محذوف ﴿اللَّهِ﴾ لفظ الجلالة مضاف إليه ﴿وَسُقْياها﴾ معطوفة على ناقة.,Iraab ul Quran,https://tafsir.app/iraab-daas/91/13,2025-06-30 15:30:13
91,الشمس,Ash-Shams,14,"الباحث القرآني﴿فَكَذَّبُوهُ﴾ ماض وفاعله ومفعوله والجملة معطوفة على ما قبلها ﴿فَعَقَرُوها﴾ عطف على كذبوه بالفاء.
﴿فَدَمْدَمَ﴾ ماض مبني على الفتح ﴿عَلَيْهِمْ﴾ متعلقان بالفعل ﴿رَبُّهُمْ﴾ فاعل والجملة معطوفة على ما قبلها ﴿بِذَنْبِهِمْ﴾ متعلقان بالفعل ﴿فَسَوَّاها﴾ ماض ومفعوله والفاعل مستتر والجملة معطوفة على ما قبلها.",Iraab ul Quran,https://tafsir.app/iraab-daas/91/14,2025-06-30 15:30:15
91,الشمس,Ash-Shams,15,الباحث القرآني﴿وَلا﴾ الواو حالية ﴿لا﴾ نافية ﴿يَخافُ﴾ مضارع فاعله مستتر ﴿عُقْباها﴾ مفعول به والجملة حال.,Iraab ul Quran,https://tafsir.app/iraab-daas/91/15,2025-06-30 15:30:16
