surah_number,surah_name_arabic,surah_name_english,ayah_number,tafsir_text,tafsir_author,url,extraction_timestamp
100,العاديات,Al-Adiyat,1,"الباحث القرآني﴿وَالْعادِياتِ﴾ جار ومجرور متعلقان بفعل قسم محذوف ﴿ضَبْحاً﴾ مفعول مطلق لفعل محذوف.
والجملة الفعلية في محل نصب حال.",Iraab ul Quran,https://tafsir.app/iraab-daas/100/1,2025-06-25 15:50:11
100,العاديات,Al-Adiyat,2,الباحث القرآني﴿فَالْمُورِياتِ﴾ معطوف على العاديات ﴿قَدْحاً﴾ حال.,Iraab ul Quran,https://tafsir.app/iraab-daas/100/2,2025-06-25 15:50:12
100,العاديات,Al-Adiyat,3,الباحث القرآني﴿فَالْمُغِيراتِ﴾ معطوف على العاديات ﴿صُبْحاً﴾ ظرف زمان,Iraab ul Quran,https://tafsir.app/iraab-daas/100/3,2025-06-25 15:50:14
100,العاديات,Al-Adiyat,4,الباحث القرآني﴿فَأَثَرْنَ﴾ ماض مبني على السكون والنون فاعله ﴿بِهِ﴾ متعلقان بالفعل ﴿نَقْعاً﴾ مفعول به والجملة معطوفة على ما قبلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/100/4,2025-06-25 15:50:15
100,العاديات,Al-Adiyat,5,الباحث القرآنيمعطوفة على ما قبلها وإعرابها مثله.,Iraab ul Quran,https://tafsir.app/iraab-daas/100/5,2025-06-25 15:50:17
100,العاديات,Al-Adiyat,6,الباحث القرآني﴿إِنَّ الْإِنْسانَ﴾ إن واسمها ﴿لِرَبِّهِ﴾ متعلقان بما بعدهما ﴿لَكَنُودٌ﴾ اللام المزحلقة ﴿كنود﴾ خبر إن والجملة الاسمية جواب قسم لا محل لها.,Iraab ul Quran,https://tafsir.app/iraab-daas/100/6,2025-06-25 15:50:18
100,العاديات,Al-Adiyat,7,الباحث القرآني﴿وَإِنَّهُ﴾ إن واسمها ﴿عَلى ذلِكَ﴾ متعلقان بما بعدهما ﴿لَشَهِيدٌ﴾ اللام المزحلقة ﴿شهيد﴾ خبر إن والجملة معطوفة على ما قبلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/100/7,2025-06-25 15:50:20
100,العاديات,Al-Adiyat,8,الباحث القرآني﴿وَإِنَّهُ﴾ إن واسمها ﴿لِحُبِّ﴾ متعلقان بشديد ﴿الْخَيْرِ﴾ مضاف إليه ﴿لَشَدِيدٌ﴾ اللام المزحلقة ﴿شديد﴾ خبر إن. والجملة معطوفة على ما قبلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/100/8,2025-06-25 15:50:22
100,العاديات,Al-Adiyat,9,الباحث القرآني﴿أَفَلا﴾ الهمزة حرف استفهام إنكاري والفاء حرف عطف عطفت على محذوف مقدر ولا نافية ﴿يَعْلَمُ﴾ مضارع فاعله مستتر والجملة مستأنفة لا محل لها ﴿إِذا﴾ ظرف زمان ﴿بُعْثِرَ﴾ ماض مبني للمجهول ﴿ما﴾ نائب فاعل ﴿فِي الْقُبُورِ﴾ متعلقان بمحذوف صلة الموصول والجملة في محل جر بالإضافة.,Iraab ul Quran,https://tafsir.app/iraab-daas/100/9,2025-06-25 15:50:23
100,العاديات,Al-Adiyat,10,"الباحث القرآني﴿وَحُصِّلَ ما﴾ ماض مبني للمجهول وما نائب فاعل ﴿فِي الصُّدُورِ﴾ متعلقان بمحذوف صلة الموصول.
والجملة معطوفة على ما قبلها.",Iraab ul Quran,https://tafsir.app/iraab-daas/100/10,2025-06-25 15:50:25
100,العاديات,Al-Adiyat,11,الباحث القرآني﴿إِنَّ رَبَّهُمْ﴾ إن واسمها ﴿بِهِمْ﴾ متعلقان بخبير ﴿يَوْمَئِذٍ﴾ ظرف مضاف إلى مثله ﴿لَخَبِيرٌ﴾ اللام المزحلقة ﴿خبير﴾ خبر إن والجملة مستأنفة لا محل لها.,Iraab ul Quran,https://tafsir.app/iraab-daas/100/11,2025-06-25 15:50:26
