surah_number,surah_name_arabic,surah_name_english,ayah_number,tafsir_text,tafsir_author,url,extraction_timestamp
80,عبس,Abasa,1,الباحث القرآني﴿عَبَسَ﴾ ماض فاعله مستتر والجملة ابتدائية لا محل لها ﴿وَتَوَلَّى﴾ ماض فاعله مستتر والجملة معطوفة على ما قبلها. ﴿أَنْ﴾ حرف مصدري ونصب ﴿جاءَهُ﴾ ماض ومفعوله و ﴿الْأَعْمى﴾ فاعل مؤخر والمصدر المؤول من أن والفعل منصوب بنزع الخافض ﴿وَما يُدْرِيكَ﴾ اسم استفهام مبتدأ ومضارع ومفعوله الأول والفاعل مستتر و ﴿لَعَلَّهُ﴾ لعل واسمها و ﴿يَزَّكَّى﴾ مضارع فاعله مستتر والجملة الفعلية خبر لعل وجملة لعل.. مفعول يدريك الثاني وجملة يدريك.. خبر المبتدأ وما وجملة ما يدريك مستأنفة ﴿أَوْ﴾ حرف عطف ﴿يَذَّكَّرُ﴾ معطوف على يزكي، ﴿فَتَنْفَعَهُ﴾ الفاء للسببية ومضارع منصوب بأن مضمرة بعد الفاء السببية والهاء مفعول به و ﴿الذِّكْرى﴾ فاعل.,Iraab ul Quran,https://tafsir.app/iraab-daas/80/1,2025-06-30 15:22:01
80,عبس,Abasa,2,الباحث القرآني﴿عَبَسَ﴾ ماض فاعله مستتر والجملة ابتدائية لا محل لها ﴿وَتَوَلَّى﴾ ماض فاعله مستتر والجملة معطوفة على ما قبلها. ﴿أَنْ﴾ حرف مصدري ونصب ﴿جاءَهُ﴾ ماض ومفعوله و ﴿الْأَعْمى﴾ فاعل مؤخر والمصدر المؤول من أن والفعل منصوب بنزع الخافض ﴿وَما يُدْرِيكَ﴾ اسم استفهام مبتدأ ومضارع ومفعوله الأول والفاعل مستتر و ﴿لَعَلَّهُ﴾ لعل واسمها و ﴿يَزَّكَّى﴾ مضارع فاعله مستتر والجملة الفعلية خبر لعل وجملة لعل.. مفعول يدريك الثاني وجملة يدريك.. خبر المبتدأ وما وجملة ما يدريك مستأنفة ﴿أَوْ﴾ حرف عطف ﴿يَذَّكَّرُ﴾ معطوف على يزكي، ﴿فَتَنْفَعَهُ﴾ الفاء للسببية ومضارع منصوب بأن مضمرة بعد الفاء السببية والهاء مفعول به و ﴿الذِّكْرى﴾ فاعل.,Iraab ul Quran,https://tafsir.app/iraab-daas/80/2,2025-06-30 15:22:03
80,عبس,Abasa,3,الباحث القرآني﴿عَبَسَ﴾ ماض فاعله مستتر والجملة ابتدائية لا محل لها ﴿وَتَوَلَّى﴾ ماض فاعله مستتر والجملة معطوفة على ما قبلها. ﴿أَنْ﴾ حرف مصدري ونصب ﴿جاءَهُ﴾ ماض ومفعوله و ﴿الْأَعْمى﴾ فاعل مؤخر والمصدر المؤول من أن والفعل منصوب بنزع الخافض ﴿وَما يُدْرِيكَ﴾ اسم استفهام مبتدأ ومضارع ومفعوله الأول والفاعل مستتر و ﴿لَعَلَّهُ﴾ لعل واسمها و ﴿يَزَّكَّى﴾ مضارع فاعله مستتر والجملة الفعلية خبر لعل وجملة لعل.. مفعول يدريك الثاني وجملة يدريك.. خبر المبتدأ وما وجملة ما يدريك مستأنفة ﴿أَوْ﴾ حرف عطف ﴿يَذَّكَّرُ﴾ معطوف على يزكي، ﴿فَتَنْفَعَهُ﴾ الفاء للسببية ومضارع منصوب بأن مضمرة بعد الفاء السببية والهاء مفعول به و ﴿الذِّكْرى﴾ فاعل.,Iraab ul Quran,https://tafsir.app/iraab-daas/80/3,2025-06-30 15:22:04
80,عبس,Abasa,4,الباحث القرآني﴿عَبَسَ﴾ ماض فاعله مستتر والجملة ابتدائية لا محل لها ﴿وَتَوَلَّى﴾ ماض فاعله مستتر والجملة معطوفة على ما قبلها. ﴿أَنْ﴾ حرف مصدري ونصب ﴿جاءَهُ﴾ ماض ومفعوله و ﴿الْأَعْمى﴾ فاعل مؤخر والمصدر المؤول من أن والفعل منصوب بنزع الخافض ﴿وَما يُدْرِيكَ﴾ اسم استفهام مبتدأ ومضارع ومفعوله الأول والفاعل مستتر و ﴿لَعَلَّهُ﴾ لعل واسمها و ﴿يَزَّكَّى﴾ مضارع فاعله مستتر والجملة الفعلية خبر لعل وجملة لعل.. مفعول يدريك الثاني وجملة يدريك.. خبر المبتدأ وما وجملة ما يدريك مستأنفة ﴿أَوْ﴾ حرف عطف ﴿يَذَّكَّرُ﴾ معطوف على يزكي، ﴿فَتَنْفَعَهُ﴾ الفاء للسببية ومضارع منصوب بأن مضمرة بعد الفاء السببية والهاء مفعول به و ﴿الذِّكْرى﴾ فاعل.,Iraab ul Quran,https://tafsir.app/iraab-daas/80/4,2025-06-30 15:22:06
80,عبس,Abasa,5,الباحث القرآني﴿أَمَّا﴾ حرف شرط وتفصيل و ﴿مَنِ﴾ اسم موصول مبتدأ ﴿اسْتَغْنى﴾ ماض فاعله مستتر والجملة صلة من ﴿فَأَنْتَ﴾ الفاء رابطة و ﴿أنت﴾ مبتدأ ﴿لَهُ﴾ متعلقان بما بعدهما ﴿تَصَدَّى﴾ مضارع فاعله مستتر والجملة خبر المبتدأ أنت وجملة أنت.. خبر المبتدأ من وجملة من.. مستأنفة. ﴿وَما﴾ الواو حالية ﴿ما﴾ نافية و ﴿عَلَيْكَ﴾ خبر مقدم و ﴿أن﴾ حرف مصدري ونصب و ﴿لا﴾ نافية ﴿يَزَّكَّى﴾ مضارع منصوب بأن فاعله مستتر والمصدر المؤول من أن والفعل مبتدأ مؤخر والجملة الاسمية حال. ﴿وَأَمَّا﴾ حرف شرط وتفصيل و ﴿مَنْ﴾ مبتدأ و ﴿جاءَكَ﴾ ماض ومفعوله والفاعل مستتر والجملة صلة من و ﴿يَسْعى﴾ مضارع فاعله مستتر والجملة حال وجملة أما من.. معطوفة على ما قبلها. ﴿وَهُوَ﴾ الواو حالية ﴿هُوَ﴾ مبتدأ و ﴿يَخْشى﴾ مضارع فاعله مستتر والجملة الفعلية خبر والجملة الاسمية حال. ﴿فَأَنْتَ عَنْهُ تَلَهَّى﴾ كإعراب فأنت له تصدى.,Iraab ul Quran,https://tafsir.app/iraab-daas/80/5,2025-06-30 15:22:07
80,عبس,Abasa,6,الباحث القرآني﴿أَمَّا﴾ حرف شرط وتفصيل و ﴿مَنِ﴾ اسم موصول مبتدأ ﴿اسْتَغْنى﴾ ماض فاعله مستتر والجملة صلة من ﴿فَأَنْتَ﴾ الفاء رابطة و ﴿أنت﴾ مبتدأ ﴿لَهُ﴾ متعلقان بما بعدهما ﴿تَصَدَّى﴾ مضارع فاعله مستتر والجملة خبر المبتدأ أنت وجملة أنت.. خبر المبتدأ من وجملة من.. مستأنفة. ﴿وَما﴾ الواو حالية ﴿ما﴾ نافية و ﴿عَلَيْكَ﴾ خبر مقدم و ﴿أن﴾ حرف مصدري ونصب و ﴿لا﴾ نافية ﴿يَزَّكَّى﴾ مضارع منصوب بأن فاعله مستتر والمصدر المؤول من أن والفعل مبتدأ مؤخر والجملة الاسمية حال. ﴿وَأَمَّا﴾ حرف شرط وتفصيل و ﴿مَنْ﴾ مبتدأ و ﴿جاءَكَ﴾ ماض ومفعوله والفاعل مستتر والجملة صلة من و ﴿يَسْعى﴾ مضارع فاعله مستتر والجملة حال وجملة أما من.. معطوفة على ما قبلها. ﴿وَهُوَ﴾ الواو حالية ﴿هُوَ﴾ مبتدأ و ﴿يَخْشى﴾ مضارع فاعله مستتر والجملة الفعلية خبر والجملة الاسمية حال. ﴿فَأَنْتَ عَنْهُ تَلَهَّى﴾ كإعراب فأنت له تصدى.,Iraab ul Quran,https://tafsir.app/iraab-daas/80/6,2025-06-30 15:22:09
80,عبس,Abasa,7,الباحث القرآني﴿أَمَّا﴾ حرف شرط وتفصيل و ﴿مَنِ﴾ اسم موصول مبتدأ ﴿اسْتَغْنى﴾ ماض فاعله مستتر والجملة صلة من ﴿فَأَنْتَ﴾ الفاء رابطة و ﴿أنت﴾ مبتدأ ﴿لَهُ﴾ متعلقان بما بعدهما ﴿تَصَدَّى﴾ مضارع فاعله مستتر والجملة خبر المبتدأ أنت وجملة أنت.. خبر المبتدأ من وجملة من.. مستأنفة. ﴿وَما﴾ الواو حالية ﴿ما﴾ نافية و ﴿عَلَيْكَ﴾ خبر مقدم و ﴿أن﴾ حرف مصدري ونصب و ﴿لا﴾ نافية ﴿يَزَّكَّى﴾ مضارع منصوب بأن فاعله مستتر والمصدر المؤول من أن والفعل مبتدأ مؤخر والجملة الاسمية حال. ﴿وَأَمَّا﴾ حرف شرط وتفصيل و ﴿مَنْ﴾ مبتدأ و ﴿جاءَكَ﴾ ماض ومفعوله والفاعل مستتر والجملة صلة من و ﴿يَسْعى﴾ مضارع فاعله مستتر والجملة حال وجملة أما من.. معطوفة على ما قبلها. ﴿وَهُوَ﴾ الواو حالية ﴿هُوَ﴾ مبتدأ و ﴿يَخْشى﴾ مضارع فاعله مستتر والجملة الفعلية خبر والجملة الاسمية حال. ﴿فَأَنْتَ عَنْهُ تَلَهَّى﴾ كإعراب فأنت له تصدى.,Iraab ul Quran,https://tafsir.app/iraab-daas/80/7,2025-06-30 15:22:10
80,عبس,Abasa,8,الباحث القرآني﴿أَمَّا﴾ حرف شرط وتفصيل و ﴿مَنِ﴾ اسم موصول مبتدأ ﴿اسْتَغْنى﴾ ماض فاعله مستتر والجملة صلة من ﴿فَأَنْتَ﴾ الفاء رابطة و ﴿أنت﴾ مبتدأ ﴿لَهُ﴾ متعلقان بما بعدهما ﴿تَصَدَّى﴾ مضارع فاعله مستتر والجملة خبر المبتدأ أنت وجملة أنت.. خبر المبتدأ من وجملة من.. مستأنفة. ﴿وَما﴾ الواو حالية ﴿ما﴾ نافية و ﴿عَلَيْكَ﴾ خبر مقدم و ﴿أن﴾ حرف مصدري ونصب و ﴿لا﴾ نافية ﴿يَزَّكَّى﴾ مضارع منصوب بأن فاعله مستتر والمصدر المؤول من أن والفعل مبتدأ مؤخر والجملة الاسمية حال. ﴿وَأَمَّا﴾ حرف شرط وتفصيل و ﴿مَنْ﴾ مبتدأ و ﴿جاءَكَ﴾ ماض ومفعوله والفاعل مستتر والجملة صلة من و ﴿يَسْعى﴾ مضارع فاعله مستتر والجملة حال وجملة أما من.. معطوفة على ما قبلها. ﴿وَهُوَ﴾ الواو حالية ﴿هُوَ﴾ مبتدأ و ﴿يَخْشى﴾ مضارع فاعله مستتر والجملة الفعلية خبر والجملة الاسمية حال. ﴿فَأَنْتَ عَنْهُ تَلَهَّى﴾ كإعراب فأنت له تصدى.,Iraab ul Quran,https://tafsir.app/iraab-daas/80/8,2025-06-30 15:22:12
80,عبس,Abasa,9,الباحث القرآني﴿أَمَّا﴾ حرف شرط وتفصيل و ﴿مَنِ﴾ اسم موصول مبتدأ ﴿اسْتَغْنى﴾ ماض فاعله مستتر والجملة صلة من ﴿فَأَنْتَ﴾ الفاء رابطة و ﴿أنت﴾ مبتدأ ﴿لَهُ﴾ متعلقان بما بعدهما ﴿تَصَدَّى﴾ مضارع فاعله مستتر والجملة خبر المبتدأ أنت وجملة أنت.. خبر المبتدأ من وجملة من.. مستأنفة. ﴿وَما﴾ الواو حالية ﴿ما﴾ نافية و ﴿عَلَيْكَ﴾ خبر مقدم و ﴿أن﴾ حرف مصدري ونصب و ﴿لا﴾ نافية ﴿يَزَّكَّى﴾ مضارع منصوب بأن فاعله مستتر والمصدر المؤول من أن والفعل مبتدأ مؤخر والجملة الاسمية حال. ﴿وَأَمَّا﴾ حرف شرط وتفصيل و ﴿مَنْ﴾ مبتدأ و ﴿جاءَكَ﴾ ماض ومفعوله والفاعل مستتر والجملة صلة من و ﴿يَسْعى﴾ مضارع فاعله مستتر والجملة حال وجملة أما من.. معطوفة على ما قبلها. ﴿وَهُوَ﴾ الواو حالية ﴿هُوَ﴾ مبتدأ و ﴿يَخْشى﴾ مضارع فاعله مستتر والجملة الفعلية خبر والجملة الاسمية حال. ﴿فَأَنْتَ عَنْهُ تَلَهَّى﴾ كإعراب فأنت له تصدى.,Iraab ul Quran,https://tafsir.app/iraab-daas/80/9,2025-06-30 15:22:14
80,عبس,Abasa,10,الباحث القرآني﴿أَمَّا﴾ حرف شرط وتفصيل و ﴿مَنِ﴾ اسم موصول مبتدأ ﴿اسْتَغْنى﴾ ماض فاعله مستتر والجملة صلة من ﴿فَأَنْتَ﴾ الفاء رابطة و ﴿أنت﴾ مبتدأ ﴿لَهُ﴾ متعلقان بما بعدهما ﴿تَصَدَّى﴾ مضارع فاعله مستتر والجملة خبر المبتدأ أنت وجملة أنت.. خبر المبتدأ من وجملة من.. مستأنفة. ﴿وَما﴾ الواو حالية ﴿ما﴾ نافية و ﴿عَلَيْكَ﴾ خبر مقدم و ﴿أن﴾ حرف مصدري ونصب و ﴿لا﴾ نافية ﴿يَزَّكَّى﴾ مضارع منصوب بأن فاعله مستتر والمصدر المؤول من أن والفعل مبتدأ مؤخر والجملة الاسمية حال. ﴿وَأَمَّا﴾ حرف شرط وتفصيل و ﴿مَنْ﴾ مبتدأ و ﴿جاءَكَ﴾ ماض ومفعوله والفاعل مستتر والجملة صلة من و ﴿يَسْعى﴾ مضارع فاعله مستتر والجملة حال وجملة أما من.. معطوفة على ما قبلها. ﴿وَهُوَ﴾ الواو حالية ﴿هُوَ﴾ مبتدأ و ﴿يَخْشى﴾ مضارع فاعله مستتر والجملة الفعلية خبر والجملة الاسمية حال. ﴿فَأَنْتَ عَنْهُ تَلَهَّى﴾ كإعراب فأنت له تصدى.,Iraab ul Quran,https://tafsir.app/iraab-daas/80/10,2025-06-30 15:22:15
