surah_number,surah_name_arabic,surah_name_english,ayah_number,tafsir_text,tafsir_author,url,extraction_timestamp
88,الغاشية,Al-Ghashiyah,1,الباحث القرآني﴿هَلْ﴾ حرف استفهام ﴿أَتاكَ﴾ ماض ومفعوله ﴿حَدِيثُ الْغاشِيَةِ﴾ فاعل مؤخر مضاف إلى الغاشية والجملة ابتدائية لا محل لها.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/1,2025-06-30 15:27:38
88,الغاشية,Al-Ghashiyah,2,الباحث القرآني﴿وُجُوهٌ﴾ مبتدأ ﴿يَوْمَئِذٍ﴾ ظرف زمان مضاف إلى مثله ﴿خاشِعَةٌ﴾ خبر المبتدأ والجملة مستأنفة.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/2,2025-06-30 15:27:39
88,الغاشية,Al-Ghashiyah,3,الباحث القرآني﴿عامِلَةٌ ناصِبَةٌ﴾ خبران آخران لوجوه.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/3,2025-06-30 15:27:41
88,الغاشية,Al-Ghashiyah,4,الباحث القرآني﴿تَصْلى﴾ مضارع فاعله مستتر ﴿ناراً﴾ مفعول به ﴿حامِيَةً﴾ صفة والجملة خبر آخر لوجوه.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/4,2025-06-30 15:27:43
88,الغاشية,Al-Ghashiyah,5,الباحث القرآني﴿تُسْقى﴾ مضارع مبني للمجهول ونائب الفاعل مستتر ﴿مِنْ عَيْنٍ﴾ متعلقان بالفعل ﴿آنِيَةٍ﴾ صفة والجملة صفة ثانية لنار.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/5,2025-06-30 15:27:45
88,الغاشية,Al-Ghashiyah,6,الباحث القرآني﴿لَيْسَ﴾ ماض ناقص ﴿لَهُمْ﴾ خبر ليس المقدم ﴿طَعامٌ﴾ اسمها المؤخر ﴿إِلَّا﴾ حرف حصر ﴿مِنْ ضَرِيعٍ﴾ متعلقان بمحذوف صفة طعام والجملة مستأنفة لا محل لها.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/6,2025-06-30 15:27:46
88,الغاشية,Al-Ghashiyah,7,الباحث القرآني﴿لا﴾ نافية ﴿يُسْمِنُ﴾ مضارع فاعله مستتر والجملة صفة ضريع ﴿وَلا يُغْنِي﴾ معطوف على ما قبله ﴿مِنْ جُوعٍ﴾ متعلقان بالفعل.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/7,2025-06-30 15:27:48
88,الغاشية,Al-Ghashiyah,8,الباحث القرآنيسبق إعراب مثيلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/8,2025-06-30 15:27:50
88,الغاشية,Al-Ghashiyah,9,الباحث القرآني﴿لِسَعْيِها﴾ جار ومجرور متعلقان بما بعدهما ﴿راضِيَةٌ﴾ خبر ثان لوجوه.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/9,2025-06-30 15:27:52
88,الغاشية,Al-Ghashiyah,10,الباحث القرآني﴿فِي جَنَّةٍ﴾ جار ومجرور متعلقان بمحذوف خبر آخر لوجوه ﴿عالِيَةٍ﴾ صفة جنة.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/10,2025-06-30 15:27:53
88,الغاشية,Al-Ghashiyah,11,الباحث القرآني﴿لا﴾ نافية ﴿تَسْمَعُ﴾ مضارع فاعله مستتر ﴿فِيها﴾ متعلقان بالفعل ﴿لاغِيَةً﴾ مفعول به والجملة صفة لجنة.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/11,2025-06-30 15:27:55
88,الغاشية,Al-Ghashiyah,12,الباحث القرآني﴿فِيها﴾ خبر مقدم ﴿عَيْنٌ﴾ مبتدأ مؤخر. ﴿جارِيَةٌ﴾ صفة عين والجملة صفة ثالثة لجنة.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/12,2025-06-30 15:27:57
88,الغاشية,Al-Ghashiyah,13,الباحث القرآنيإعرابها كسابقتها.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/13,2025-06-30 15:27:59
88,الغاشية,Al-Ghashiyah,14,الباحث القرآني﴿وَأَكْوابٌ﴾ معطوف على سرر ﴿مَوْضُوعَةٌ﴾ صفة أكواب.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/14,2025-06-30 15:28:01
88,الغاشية,Al-Ghashiyah,15,الباحث القرآنيمعطوفة على ما قبلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/15,2025-06-30 15:28:03
88,الغاشية,Al-Ghashiyah,16,الباحث القرآنيمعطوفة على ما قبلها أيضا.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/16,2025-06-30 15:28:04
88,الغاشية,Al-Ghashiyah,17,الباحث القرآني﴿أَفَلا﴾ الهمزة للاستفهام والفاء حرف عطف ولا نافية ﴿يَنْظُرُونَ﴾ مضارع مرفوع بثبوت النون والواو فاعله والجملة معطوفة على جملة محذوفة ﴿إِلَى الْإِبِلِ﴾ متعلقان بالفعل ﴿كَيْفَ﴾ اسم استفهام في محل نصب حال ﴿خُلِقَتْ﴾ ماض مبني للمجهول ونائب الفاعل مستتر والجملة بدل اشتمال من الإبل.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/17,2025-06-30 15:28:06
88,الغاشية,Al-Ghashiyah,18,الباحث القرآنيمعطوفة على ما قبلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/18,2025-06-30 15:28:08
88,الغاشية,Al-Ghashiyah,19,الباحث القرآنيمعطوفة على ما قبلها.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/19,2025-06-30 15:28:10
88,الغاشية,Al-Ghashiyah,20,الباحث القرآنيمعطوفة أيضا.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/20,2025-06-30 15:28:12
88,الغاشية,Al-Ghashiyah,21,"الباحث القرآني﴿فَذَكِّرْ﴾ الفاء الفصيحة وأمر فاعله مستتر والجملة جواب شرط مقدر لا محل لها ﴿إِنَّما﴾ كافة ومكفوفة ﴿أَنْتَ مُذَكِّرٌ﴾ مبتدأ وخبره والجملة تعليل.
﴿لَسْتَ﴾ ماض ناقص واسمه ﴿عَلَيْهِمْ﴾ متعلقان بما بعدهما ﴿بِمُصَيْطِرٍ﴾ الباء حرف جر زائد ﴿مصيطر﴾ مجرور لفظا منصوب محلا خبر ليس والجملة تعليل.",Iraab ul Quran,https://tafsir.app/iraab-daas/88/21,2025-06-30 15:28:13
88,الغاشية,Al-Ghashiyah,22,"الباحث القرآني﴿فَذَكِّرْ﴾ الفاء الفصيحة وأمر فاعله مستتر والجملة جواب شرط مقدر لا محل لها ﴿إِنَّما﴾ كافة ومكفوفة ﴿أَنْتَ مُذَكِّرٌ﴾ مبتدأ وخبره والجملة تعليل.
﴿لَسْتَ﴾ ماض ناقص واسمه ﴿عَلَيْهِمْ﴾ متعلقان بما بعدهما ﴿بِمُصَيْطِرٍ﴾ الباء حرف جر زائد ﴿مصيطر﴾ مجرور لفظا منصوب محلا خبر ليس والجملة تعليل.",Iraab ul Quran,https://tafsir.app/iraab-daas/88/22,2025-06-30 15:28:15
88,الغاشية,Al-Ghashiyah,23,الباحث القرآني﴿إِلَّا﴾ حرف استثناء ﴿مَنْ﴾ اسم موصول مستثنى ﴿تَوَلَّى﴾ ماض فاعله مستتر والجملة صلة من ﴿وَكَفَرَ﴾ معطوف على تولى.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/23,2025-06-30 15:28:17
88,الغاشية,Al-Ghashiyah,24,الباحث القرآني﴿فَيُعَذِّبُهُ﴾ الفاء واقعة في جواب الشرط لما في الموصول من معنى الشرط ومضارع ومفعوله ﴿اللَّهُ﴾ لفظ الجلالة فاعله ﴿الْعَذابَ﴾ مفعول مطلق ﴿الْأَكْبَرَ﴾ صفة والجملة الفعلية خبر لمبتدأ محذوف.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/24,2025-06-30 15:28:19
88,الغاشية,Al-Ghashiyah,25,الباحث القرآني﴿إِنَّ﴾ حرف مشبه بالفعل ﴿إِلَيْنا﴾ خبر إن المقدم ﴿إِيابَهُمْ﴾ اسمها المؤخر والجملة تعليل لا محل لها.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/25,2025-06-30 15:28:20
88,الغاشية,Al-Ghashiyah,26,الباحث القرآنيمعطوفة على ما قبلها والإعراب واضح.,Iraab ul Quran,https://tafsir.app/iraab-daas/88/26,2025-06-30 15:28:22
