surah_number,surah_name_arabic,surah_name_english,ayah_number,tafsir_text,tafsir_author,url,extraction_timestamp
83,المطففين,Al-Mutaffifin,1,الباحث القرآني﴿وَيْلٌ﴾ مبتدأ مرفوع و ﴿لِلْمُطَفِّفِينَ﴾ متعلقان بمحذوف خبر المبتدأ والجملة ابتدائية لا محل لها.,Iraab ul Quran,https://tafsir.app/iraab-daas/83/1,2025-06-30 15:24:27
83,المطففين,Al-Mutaffifin,2,الباحث القرآني﴿الَّذِينَ﴾ بدل من المطففين و ﴿إِذَا﴾ ظرفية شرطية غير جازمة ﴿اكْتالُوا﴾ ماض وفاعله والجملة في محل جر بالإضافة و ﴿عَلَى النَّاسِ﴾ متعلقان بما قبلهما ﴿يَسْتَوْفُونَ﴾ مضارع مرفوع والواو فاعله والجملة جواب الشرط لا محل لها.,Iraab ul Quran,https://tafsir.app/iraab-daas/83/2,2025-06-30 15:24:29
83,المطففين,Al-Mutaffifin,3,الباحث القرآني﴿وَإِذا﴾ معطوفة على إذا الأولى ﴿كالُوهُمْ﴾ ماض وفاعله ومفعوله والجملة في محل جر بالإضافة ﴿أَوْ﴾ حرف عطف ﴿وَزَنُوهُمْ﴾ معطوف على كالوهم. ﴿يُخْسِرُونَ﴾ مضارع مرفوع والواو فاعله والجملة جواب الشرط لا محل لها.,Iraab ul Quran,https://tafsir.app/iraab-daas/83/3,2025-06-30 15:24:30
83,المطففين,Al-Mutaffifin,4,الباحث القرآني﴿أَلا﴾ الهمزة حرف استفهام و ﴿لا﴾ نافية و ﴿يَظُنُّ﴾ مضارع مرفوع و ﴿أُولئِكَ﴾ فاعل ﴿أَنَّهُمْ مَبْعُوثُونَ﴾ أن واسمها وخبرها. والمصدر المؤول من أن وما بعدها سد مسد مفعولي يظن.,Iraab ul Quran,https://tafsir.app/iraab-daas/83/4,2025-06-30 15:24:32
83,المطففين,Al-Mutaffifin,5,الباحث القرآني﴿لِيَوْمٍ﴾ متعلقان بمبعوثون و ﴿عَظِيمٍ﴾ صفة.,Iraab ul Quran,https://tafsir.app/iraab-daas/83/5,2025-06-30 15:24:33
83,المطففين,Al-Mutaffifin,6,الباحث القرآني﴿يَوْمَ﴾ ظرف زمان ﴿يَقُومُ النَّاسُ﴾ مضارع وفاعله والجملة في محل جر بالإضافة و ﴿لِرَبِّ﴾ متعلقان بالفعل و ﴿الْعالَمِينَ﴾ مضاف إليه.,Iraab ul Quran,https://tafsir.app/iraab-daas/83/6,2025-06-30 15:24:35
83,المطففين,Al-Mutaffifin,7,الباحث القرآني﴿كَلَّا﴾ حرف ردع وزجر ﴿إِنَّ كِتابَ﴾ إن واسمها المضاف إلى ﴿الفُجَّارِ﴾ مضاف إليه ﴿لَفِي﴾ اللام المزحلقة و ﴿في سِجِّينٍ﴾ خبر إن والجملة مستأنفة لا محل لها.,Iraab ul Quran,https://tafsir.app/iraab-daas/83/7,2025-06-30 15:24:37
83,المطففين,Al-Mutaffifin,8,الباحث القرآني﴿وَما﴾ الواو حرف استئناف و ﴿ما﴾ اسم استفهام مبتدأ ﴿أَدْراكَ﴾ ماض ومفعوله والفاعل مستتر والجملة خبر المبتدأ والجملة الاسمية مستأنفة و ﴿ما سِجِّينٌ﴾ مبتدأ وخبره والجملة سدت مسد المفعول الثاني لأدراك.,Iraab ul Quran,https://tafsir.app/iraab-daas/83/8,2025-06-30 15:24:38
83,المطففين,Al-Mutaffifin,9,الباحث القرآني﴿كِتابٌ﴾ بدل من سجين و ﴿مَرْقُومٌ﴾ صفة كتاب.,Iraab ul Quran,https://tafsir.app/iraab-daas/83/9,2025-06-30 15:24:40
83,المطففين,Al-Mutaffifin,10,الباحث القرآني﴿وَيْلٌ﴾ مبتدأ و ﴿يَوْمَئِذٍ﴾ ظرف زمان مضاف إلى مثله و ﴿لِلْمُكَذِّبِينَ﴾ خبر المبتدأ والجملة مستأنفة لا محل لها.,Iraab ul Quran,https://tafsir.app/iraab-daas/83/10,2025-06-30 15:24:41
83,المطففين,Al-Mutaffifin,11,الباحث القرآني﴿الَّذِينَ﴾ صفة المكذبين و ﴿يُكَذِّبُونَ﴾ مضارع وفاعله والجملة صلة الذين و ﴿بِيَوْمِ﴾ متعلقان بالفعل و ﴿الدِّينِ﴾ مضاف إليه.,Iraab ul Quran,https://tafsir.app/iraab-daas/83/11,2025-06-30 15:24:43
83,المطففين,Al-Mutaffifin,12,الباحث القرآني﴿وَما﴾ الواو حالية و ﴿ما﴾ نافية ﴿يُكَذِّبُ﴾ مضارع مرفوع و ﴿بِهِ﴾ متعلقان بالفعل و ﴿إِلَّا﴾ حرف حصر و ﴿كُلُّ﴾ فاعل مضاف إلى ﴿مُعْتَدٍ﴾ و ﴿أَثِيمٍ﴾ صفة والجملة حال.,Iraab ul Quran,https://tafsir.app/iraab-daas/83/12,2025-06-30 15:24:44
83,المطففين,Al-Mutaffifin,13,الباحث القرآني﴿إِذا﴾ ظرفية شرطية غير جازمة و ﴿تُتْلى﴾ مضارع مبني للمجهول و ﴿عَلَيْهِ﴾ متعلقان بالفعل و ﴿آياتُنا﴾ نائب فاعل والجملة في محل جر بالإضافة. ﴿قالَ﴾ ماض فاعله مستتر والجملة جواب الشرط لا محل لها و ﴿أَساطِيرُ﴾ خبر لمبتدأ محذوف و ﴿الْأَوَّلِينَ﴾ مضاف إليه والجملة الاسمية مقول القول.,Iraab ul Quran,https://tafsir.app/iraab-daas/83/13,2025-06-30 15:24:46
